stid,scid,group,gender,ethnicity,LEP,Spe.ed,year,scale,sp,stand
918385,Johnson,C,Male,Hispanic,None,No,2,1519,no,Approaches
918406,Goodman,T,Female,Hispanic,LEP,No,0,1208,no,Notapproach
918475,Harris,C,Male,Hispanic,LEP,No,0,1247,no,Notapproach
918475,Harris,C,Male,Hispanic,LEP,No,1,1417,no,Notapproach
918475,Harris,C,Male,Hispanic,LEP,No,2,1402,no,Notapproach
918495,Johnson,C,Female,Hispanic,LEP,No,1,1643,no,Meets
918519,Carmichael,T,Male,Hispanic,LEP,No,0,1228,no,Notapproach
918519,Carmichael,T,Male,Hispanic,LEP,No,1,1446,no,Notapproach
918519,Carmichael,T,Male,Hispanic,LEP,No,2,1402,no,Notapproach
918569,Goodman,T,Female,Hispanic,LEP,No,2,1611,no,Approaches
918596,Johnson,C,Female,Afamerican,None,No,2,1667,no,Meets
918629,Goodman,T,Female,Hispanic,LEP,No,0,1228,no,Notapproach
918682,Bussey,C,Male,Hispanic,LEP,No,0,1228,no,Notapproach
918698,Carroll,T,Male,Hispanic,LEP,Yes,0,1092,no,Notapproach
918698,Carroll,T,Male,Hispanic,LEP,Yes,1,1299,no,Notapproach
918698,Carroll,T,Male,Hispanic,LEP,Yes,2,1330,no,Notapproach
918736,Bussey,C,Male,Hispanic,secondyear,Yes,0,1298,no,Notapproach
918736,Bussey,C,Male,Hispanic,secondyear,Yes,1,1446,no,Notapproach
918736,Bussey,C,Male,Hispanic,secondyear,Yes,2,1533,no,Approaches
918790,Johnson,C,Male,Afamerican,None,Yes,1,1222,no,Notapproach
918790,Johnson,C,Male,Afamerican,None,Yes,2,1350,no,Notapproach
918849,Harris,C,Female,Afamerican,None,No,0,1159,no,Notapproach
918850,Black,T,Male,Hispanic,LEP,No,0,1265,no,Notapproach
918850,Black,T,Male,Hispanic,LEP,No,1,1518,no,Approaches
918850,Black,T,Male,Hispanic,LEP,No,2,1594,no,Approaches
918876,Harris,C,Male,Hispanic,secondyear,No,0,1486,no,Meets
918876,Harris,C,Male,Hispanic,secondyear,No,1,1601,no,Meets
918876,Harris,C,Male,Hispanic,secondyear,No,2,1533,no,Approaches
918922,Goodman,T,Male,Hispanic,LEP,Yes,2,1563,no,Approaches
919084,Johnson,C,Male,Hispanic,LEP,No,1,1402,no,Notapproach
919084,Johnson,C,Male,Hispanic,LEP,No,2,1350,no,Notapproach
919140,Harris,C,Female,Hispanic,LEP,No,0,1298,no,Notapproach
919142,OrangeGrove,C,Female,Hispanic,LEP,No,0,1486,no,Meets
919142,OrangeGrove,C,Female,Hispanic,LEP,No,1,1782,no,Masters
919142,OrangeGrove,C,Female,Hispanic,LEP,No,2,1739,no,Masters
919147,Johnson,C,Male,Hispanic,LEP,Yes,0,1421,no,Approaches
919147,Johnson,C,Male,Hispanic,LEP,Yes,1,1621,no,Meets
919147,Johnson,C,Male,Hispanic,LEP,Yes,2,1625,no,Meets
919176,OrangeGrove,C,Male,Hispanic,LEP,No,0,1375,no,Approaches
919176,OrangeGrove,C,Male,Hispanic,LEP,No,1,1488,no,Approaches
919176,OrangeGrove,C,Male,Hispanic,LEP,No,2,1809,no,Masters
919198,Carmichael,T,Male,Hispanic,LEP,No,0,1596,no,Masters
919198,Carmichael,T,Male,Hispanic,LEP,No,1,1670,no,Masters
919198,Carmichael,T,Male,Hispanic,LEP,No,2,1809,no,Masters
919212,Carmichael,T,Male,Asian,LEP,No,0,1375,no,Approaches
919256,OrangeGrove,C,Male,Hispanic,None,No,0,1454,no,Approaches
919298,Johnson,C,Female,Hispanic,LEP,No,2,1611,no,Approaches
919346,Johnson,C,Male,Afamerican,None,Yes,1,1319,no,Notapproach
919361,Black,T,Male,Hispanic,LEP,No,0,1345,no,Notapproach
919361,Black,T,Male,Hispanic,LEP,No,1,1474,no,Approaches
919361,Black,T,Male,Hispanic,LEP,No,2,1500,no,Approaches
919377,Bussey,C,Male,Hispanic,firstyear,No,0,1375,no,Approaches
919377,Bussey,C,Male,Hispanic,firstyear,No,1,1402,no,Notapproach
919377,Bussey,C,Male,Hispanic,firstyear,No,2,1462,no,Notapproach
919413,Johnson,C,Male,Hispanic,None,No,2,1500,no,Approaches
919471,Johnson,C,Male,Afamerican,None,No,0,1185,no,Notapproach
919471,Johnson,C,Male,Afamerican,None,No,1,1446,no,Notapproach
919471,Johnson,C,Male,Afamerican,None,No,2,1476,no,Notapproach
919485,Johnson,C,Female,Hispanic,LEP,No,2,1625,no,Meets
919557,OrangeGrove,C,Male,Hispanic,None,Yes,0,1228,no,Notapproach
919557,OrangeGrove,C,Male,Hispanic,None,Yes,1,1446,no,Notapproach
919557,OrangeGrove,C,Male,Hispanic,None,Yes,2,1462,no,Notapproach
919565,OrangeGrove,C,Female,Hispanic,None,No,0,1330,no,Notapproach
919565,OrangeGrove,C,Female,Hispanic,None,No,1,1467,no,Approaches
919621,OrangeGrove,C,Male,Hispanic,LEP,No,0,1421,no,Approaches
919621,OrangeGrove,C,Male,Hispanic,LEP,No,1,1503,no,Approaches
919621,OrangeGrove,C,Male,Hispanic,LEP,No,2,1578,no,Approaches
919708,OrangeGrove,C,Male,Hispanic,LEP,No,0,1437,no,Approaches
919708,OrangeGrove,C,Male,Hispanic,LEP,No,1,1565,no,Approaches
919708,OrangeGrove,C,Male,Hispanic,LEP,No,2,1611,no,Approaches
919709,Johnson,C,Female,Hispanic,LEP,No,2,1688,no,Meets
919728,OrangeGrove,C,Male,Hispanic,LEP,No,0,1208,no,Notapproach
919728,OrangeGrove,C,Male,Hispanic,LEP,No,1,1319,no,Notapproach
919728,OrangeGrove,C,Male,Hispanic,LEP,No,2,1476,no,Notapproach
919928,Harris,C,Male,Hispanic,None,No,0,1472,no,Approaches
919928,Harris,C,Male,Hispanic,None,No,1,1621,no,Meets
919928,Harris,C,Male,Hispanic,None,No,2,1724,no,Masters
920076,Harris,C,Male,Hispanic,LEP,No,0,1437,no,Approaches
920076,Harris,C,Male,Hispanic,LEP,No,1,1601,no,Meets
920076,Harris,C,Male,Hispanic,LEP,No,2,1770,no,Masters
920112,Johnson,C,Female,Afamerican,None,No,2,1402,no,Notapproach
920144,Goodman,T,Male,Hispanic,LEP,No,2,1688,no,Meets
920489,Carmichael,T,Female,Afamerican,None,No,0,1298,no,Notapproach
920489,Carmichael,T,Female,Afamerican,None,No,1,1371,no,Notapproach
920489,Carmichael,T,Female,Afamerican,None,No,2,1462,no,Notapproach
920630,Black,T,Male,Hispanic,LEP,No,1,1446,no,Notapproach
920630,Black,T,Male,Hispanic,LEP,No,2,1578,no,Approaches
920651,Carmichael,T,Male,Hispanic,firstyear,No,0,1511,no,Meets
920651,Carmichael,T,Male,Hispanic,firstyear,No,1,1670,no,Masters
920651,Carmichael,T,Male,Hispanic,firstyear,No,2,1860,no,Masters
920733,Black,T,Male,Hispanic,LEP,No,0,1247,no,Notapproach
920739,Goodman,T,Male,Hispanic,LEP,No,2,1283,no,Notapproach
920882,Carroll,T,Male,Hispanic,LEP,No,0,1390,no,Approaches
920882,Carroll,T,Male,Hispanic,LEP,No,1,1387,no,Notapproach
920904,Carroll,T,Male,Hispanic,LEP,No,0,1486,no,Meets
920904,Carroll,T,Male,Hispanic,LEP,No,1,1549,no,Approaches
920904,Carroll,T,Male,Hispanic,LEP,No,2,1548,no,Approaches
920985,Goodman,T,Female,Hispanic,LEP,No,2,1578,no,Approaches
921145,Carroll,T,Male,Hispanic,LEP,No,0,1282,no,Notapproach
921145,Carroll,T,Male,Hispanic,LEP,No,1,1488,no,Approaches
921162,Bussey,C,Male,Hispanic,LEP,No,1,1503,no,Approaches
921187,Carmichael,T,Female,Hispanic,None,No,0,1314,no,Notapproach
921187,Carmichael,T,Female,Hispanic,None,No,1,1431,no,Notapproach
921187,Carmichael,T,Female,Hispanic,None,No,2,1500,no,Approaches
921267,Bussey,C,Male,Hispanic,LEP,Yes,1,1371,no,Notapproach
921267,Bussey,C,Male,Hispanic,LEP,Yes,2,1308,no,Notapproach
921312,Harris,C,Male,Hispanic,secondyear,No,0,1454,no,Approaches
921312,Harris,C,Male,Hispanic,secondyear,No,2,1647,no,Meets
921478,Black,T,Male,Afamerican,None,No,0,1421,no,Approaches
921478,Black,T,Male,Afamerican,None,No,1,1488,no,Approaches
921478,Black,T,Male,Afamerican,None,No,2,1611,no,Approaches
921534,Carroll,T,Female,Hispanic,LEP,No,0,1247,no,Notapproach
921534,Carroll,T,Female,Hispanic,LEP,No,1,1431,no,Notapproach
921534,Carroll,T,Female,Hispanic,LEP,No,2,1462,no,Notapproach
921666,Black,T,Male,Hispanic,LEP,No,0,1390,no,Approaches
921666,Black,T,Male,Hispanic,LEP,No,1,1467,no,Approaches
921677,Black,T,Male,Hispanic,LEP,No,0,1298,no,Notapproach
921677,Black,T,Male,Hispanic,LEP,No,1,1387,no,Notapproach
921677,Black,T,Male,Hispanic,LEP,No,2,1417,no,Notapproach
921791,Harris,C,Female,Hispanic,LEP,No,0,1486,no,Meets
921791,Harris,C,Female,Hispanic,LEP,No,1,1565,no,Approaches
921791,Harris,C,Female,Hispanic,LEP,No,2,1667,no,Meets
921903,Carroll,T,Male,Hispanic,firstyear,No,0,1472,no,Approaches
921903,Carroll,T,Male,Hispanic,firstyear,No,1,1565,no,Approaches
921903,Carroll,T,Male,Hispanic,firstyear,No,2,1625,no,Meets
921929,Goodman,T,Male,Hispanic,LEP,No,0,1265,no,Notapproach
921929,Goodman,T,Male,Hispanic,LEP,No,1,1518,no,Approaches
921976,Goodman,T,Female,Hispanic,LEP,No,0,1330,no,Notapproach
921976,Goodman,T,Female,Hispanic,LEP,No,1,1488,no,Approaches
921976,Goodman,T,Female,Hispanic,LEP,No,2,1625,no,Meets
921990,Carroll,T,Male,Hispanic,None,No,0,1405,no,Approaches
921990,Carroll,T,Male,Hispanic,None,No,1,1589,no,Meets
921990,Carroll,T,Male,Hispanic,None,No,2,1611,no,Approaches
922058,Black,T,Female,Hispanic,LEP,No,0,1345,no,Notapproach
922058,Black,T,Female,Hispanic,LEP,No,1,1446,no,Notapproach
922058,Black,T,Female,Hispanic,LEP,No,2,1667,no,Meets
922657,Carroll,T,Female,Hispanic,LEP,Yes,0,1247,no,Notapproach
922657,Carroll,T,Female,Hispanic,LEP,Yes,1,1299,no,Notapproach
922657,Carroll,T,Female,Hispanic,LEP,Yes,2,1462,no,Notapproach
922744,Bussey,C,Male,Hispanic,LEP,Yes,1,1417,no,Notapproach
922884,Johnson,C,Male,Hispanic,None,No,2,1647,no,Meets
923255,Carmichael,T,Female,Hispanic,None,No,0,1511,no,Meets
923255,Carmichael,T,Female,Hispanic,None,No,1,1387,no,Notapproach
923413,Black,T,Male,Hispanic,None,No,0,1533,no,Meets
923413,Black,T,Male,Hispanic,None,No,1,1533,no,Approaches
923413,Black,T,Male,Hispanic,None,No,2,1770,no,Masters
923421,Black,T,Female,Hispanic,secondyear,No,0,1559,no,Meets
923421,Black,T,Female,Hispanic,secondyear,No,1,1488,no,Approaches
923572,Harris,C,Female,Afamerican,None,Yes,0,1265,no,Notapproach
923572,Harris,C,Female,Afamerican,None,Yes,2,1368,no,Notapproach
923634,Carmichael,T,Male,Hispanic,LEP,No,0,1330,no,Notapproach
923634,Carmichael,T,Male,Hispanic,LEP,No,1,1417,no,Notapproach
923634,Carmichael,T,Male,Hispanic,LEP,No,2,1548,no,Approaches
923858,Bussey,C,Female,Hispanic,LEP,No,2,1647,no,Meets
923887,Bussey,C,Male,Hispanic,LEP,Yes,0,1042,no,Notapproach
923887,Bussey,C,Male,Hispanic,LEP,Yes,1,1252,no,Notapproach
923892,Goodman,T,Male,Hispanic,LEP,No,0,1247,no,Notapproach
923892,Goodman,T,Male,Hispanic,LEP,No,1,1503,no,Approaches
923892,Goodman,T,Male,Hispanic,LEP,No,2,1578,no,Approaches
923906,Carmichael,T,Female,Asian,None,No,1,1488,no,Approaches
923906,Carmichael,T,Female,Asian,None,No,2,1563,no,Approaches
924063,Bussey,C,Male,Hispanic,None,No,0,1375,no,Approaches
924212,OrangeGrove,C,Female,Hispanic,LEP,No,0,1421,no,Approaches
924212,OrangeGrove,C,Female,Hispanic,LEP,No,1,1474,no,Approaches
924212,OrangeGrove,C,Female,Hispanic,LEP,No,2,1476,no,Notapproach
924242,Black,T,Male,Hispanic,LEP,No,0,1247,no,Notapproach
924242,Black,T,Male,Hispanic,LEP,No,1,1371,no,Notapproach
924242,Black,T,Male,Hispanic,LEP,No,2,1350,no,Notapproach
924479,Black,T,Male,Hispanic,LEP,No,1,1533,no,Approaches
924479,Black,T,Male,Hispanic,LEP,No,2,1594,no,Approaches
924604,Carmichael,T,Male,Afamerican,None,No,0,1265,no,Notapproach
924604,Carmichael,T,Male,Afamerican,None,No,1,1387,no,Notapproach
924612,OrangeGrove,C,Male,Afamerican,None,No,0,1533,no,Meets
924612,OrangeGrove,C,Male,Afamerican,None,No,1,1782,no,Masters
924617,Johnson,C,Female,Hispanic,LEP,No,1,1621,no,Meets
924639,OrangeGrove,C,Male,Hispanic,secondyear,No,0,1454,no,Approaches
924639,OrangeGrove,C,Male,Hispanic,secondyear,No,1,1565,no,Approaches
924810,Harris,C,Male,Afamerican,None,Yes,0,1228,no,Notapproach
924810,Harris,C,Male,Afamerican,None,Yes,1,1402,no,Notapproach
924810,Harris,C,Male,Afamerican,None,Yes,2,1350,no,Notapproach
924961,Harris,C,Female,Afamerican,None,No,0,1330,no,Notapproach
925052,OrangeGrove,C,Male,Hispanic,secondyear,Yes,0,1559,no,Meets
925052,OrangeGrove,C,Male,Hispanic,secondyear,Yes,1,1782,no,Masters
925052,OrangeGrove,C,Male,Hispanic,secondyear,Yes,2,2078,no,Masters
925101,OrangeGrove,C,Female,Hispanic,LEP,No,1,1518,no,Approaches
925101,OrangeGrove,C,Female,Hispanic,LEP,No,2,1647,no,Meets
925107,Carroll,T,Female,Hispanic,None,No,0,1345,no,Notapproach
925107,Carroll,T,Female,Hispanic,None,No,1,1533,no,Approaches
925107,Carroll,T,Female,Hispanic,None,No,2,1548,no,Approaches
925239,Carmichael,T,Female,Hispanic,LEP,No,0,1421,no,Approaches
925239,Bussey,C,Female,Hispanic,LEP,No,0,1421,no,Approaches
925239,Carmichael,T,Female,Hispanic,LEP,No,1,1474,no,Approaches
925239,Carmichael,T,Female,Hispanic,LEP,No,2,1563,no,Approaches
925339,Johnson,C,Female,Hispanic,LEP,No,2,1563,no,Approaches
925495,Johnson,C,Female,Hispanic,LEP,Yes,1,1518,no,Approaches
925574,Harris,C,Female,Hispanic,firstyear,No,0,1454,no,Approaches
925574,Harris,C,Female,Hispanic,firstyear,No,1,1565,no,Approaches
925574,Harris,C,Female,Hispanic,firstyear,No,2,1625,no,Meets
925659,Bussey,C,Male,Hispanic,LEP,No,0,1208,no,Notapproach
925659,Bussey,C,Male,Hispanic,LEP,No,1,1518,no,Approaches
925698,OrangeGrove,C,Female,Hispanic,secondyear,No,1,1467,no,Approaches
925699,Goodman,T,Male,Hispanic,LEP,No,2,1490,no,Notapproach
925720,Johnson,C,Male,Hispanic,LEP,No,2,1578,no,Approaches
925958,OrangeGrove,C,Male,Hispanic,firstyear,No,0,1421,no,Approaches
925958,OrangeGrove,C,Male,Hispanic,firstyear,No,1,1601,no,Meets
925958,OrangeGrove,C,Male,Hispanic,firstyear,No,2,1519,no,Approaches
926032,Carroll,T,Male,Hispanic,None,Yes,0,1092,no,Notapproach
926032,Carroll,T,Male,Hispanic,None,Yes,1,1337,no,Notapproach
926032,Carroll,T,Male,Hispanic,None,Yes,2,1368,no,Notapproach
926034,Harris,C,Male,Afamerican,None,Yes,0,1208,no,Notapproach
926107,Black,T,Female,Hispanic,LEP,No,1,1467,no,Approaches
926107,Black,T,Female,Hispanic,LEP,No,2,1688,no,Meets
926181,Carmichael,T,Female,Hispanic,LEP,No,0,1314,no,Notapproach
926224,Black,T,Female,Hispanic,LEP,No,0,1533,no,Meets
926224,Black,T,Female,Hispanic,LEP,No,2,1611,no,Approaches
926382,Carroll,T,Female,Hispanic,LEP,No,0,1533,no,Meets
926382,Carroll,T,Female,Hispanic,LEP,No,1,1503,no,Approaches
926382,Carroll,T,Female,Hispanic,LEP,No,2,1667,no,Meets
926530,Harris,C,Male,Hispanic,LEP,No,0,1375,no,Approaches
926530,Harris,C,Male,Hispanic,LEP,No,1,1589,no,Meets
926552,Goodman,T,Female,Afamerican,None,No,0,1298,no,Notapproach
926553,Harris,C,Female,Hispanic,None,Yes,0,1247,no,Notapproach
926553,Harris,C,Female,Hispanic,None,Yes,1,1431,no,Notapproach
926625,Goodman,T,Male,Afamerican,None,Yes,0,1282,no,Notapproach
926625,Goodman,T,Male,Afamerican,None,Yes,1,1589,no,Meets
926625,Goodman,T,Male,Afamerican,None,Yes,2,1739,no,Masters
926706,Carroll,T,Female,Hispanic,LEP,No,0,1486,no,Meets
926706,Carroll,T,Female,Hispanic,LEP,No,1,1565,no,Approaches
926706,Carroll,T,Female,Hispanic,LEP,No,2,1563,no,Approaches
926819,Bussey,C,Male,Hispanic,None,Yes,0,1375,no,Approaches
926819,Bussey,C,Male,Hispanic,None,Yes,1,1417,no,Notapproach
926819,Bussey,C,Male,Hispanic,None,Yes,2,1432,no,Notapproach
926917,Carmichael,T,Female,Hispanic,None,No,0,1345,no,Notapproach
926921,Black,T,Male,Hispanic,LEP,Yes,0,1265,no,Notapproach
926921,Black,T,Male,Hispanic,LEP,Yes,1,1417,no,Notapproach
926921,Black,T,Male,Hispanic,LEP,Yes,2,1402,no,Notapproach
927504,Goodman,T,Male,Asian,secondyear,Yes,0,1533,no,Meets
927504,Goodman,T,Male,Asian,secondyear,Yes,1,1733,no,Masters
927780,Carmichael,T,Male,Hispanic,LEP,No,0,1345,no,Notapproach
927780,Carmichael,T,Male,Hispanic,LEP,No,1,1518,no,Approaches
927894,Carmichael,T,Male,Hispanic,None,No,0,1345,no,Notapproach
927927,Harris,C,Male,Afamerican,None,No,0,1265,no,Notapproach
927927,Harris,C,Male,Afamerican,None,No,1,1488,no,Approaches
928217,Bussey,C,Female,Hispanic,LEP,No,0,1405,no,Approaches
928217,Bussey,C,Female,Hispanic,LEP,No,1,1488,no,Approaches
928669,Carmichael,T,Male,Hispanic,LEP,Yes,0,1265,no,Notapproach
928669,Carmichael,T,Male,Hispanic,LEP,Yes,1,1417,no,Notapproach
928669,Carmichael,T,Male,Hispanic,LEP,Yes,2,1462,no,Notapproach
928700,Johnson,C,Female,Hispanic,LEP,No,0,1228,no,Notapproach
929679,Bussey,C,Male,Hispanic,firstyear,No,0,1675,no,Masters
929683,Johnson,C,Female,Hispanic,secondyear,No,0,1533,no,Meets
929683,Johnson,C,Female,Hispanic,secondyear,No,1,1643,no,Meets
929683,Johnson,C,Female,Hispanic,secondyear,No,2,1647,no,Meets
929684,Black,T,Male,Hispanic,LEP,No,0,1360,no,Approaches
929684,Black,T,Male,Hispanic,LEP,No,1,1355,no,Notapproach
929684,Black,T,Male,Hispanic,LEP,No,2,1402,no,Notapproach
929685,Johnson,C,Female,Hispanic,None,No,2,1860,no,Masters
929686,OrangeGrove,C,Male,Hispanic,secondyear,No,0,1596,no,Masters
929686,OrangeGrove,C,Male,Hispanic,secondyear,No,1,1643,no,Meets
929686,OrangeGrove,C,Male,Hispanic,secondyear,No,2,1809,no,Masters
929696,Johnson,C,Female,Hispanic,firstyear,No,0,1511,no,Meets
929696,Johnson,C,Female,Hispanic,firstyear,No,1,1697,no,Masters
929698,Johnson,C,Male,Hispanic,None,No,0,1675,no,Masters
929698,Johnson,C,Male,Hispanic,None,No,1,1862,no,Masters
929700,Johnson,C,Male,Hispanic,None,No,0,1486,no,Meets
929700,Johnson,C,Male,Hispanic,None,No,1,1601,no,Meets
929701,Johnson,C,Female,Hispanic,None,No,0,1330,no,Notapproach
929701,Johnson,C,Female,Hispanic,None,No,1,1549,no,Approaches
929703,Johnson,C,Female,Hispanic,secondyear,No,0,1675,no,Masters
929703,Johnson,C,Female,Hispanic,secondyear,No,1,1782,no,Masters
929707,Johnson,C,Male,Hispanic,firstyear,No,0,1472,no,Approaches
929707,Johnson,C,Male,Hispanic,firstyear,No,1,1733,no,Masters
929710,OrangeGrove,C,Female,Hispanic,LEP,No,0,1511,no,Meets
929710,OrangeGrove,C,Female,Hispanic,LEP,No,1,1670,no,Masters
929710,OrangeGrove,C,Female,Hispanic,LEP,No,2,1688,no,Meets
929721,Johnson,C,Male,Hispanic,firstyear,No,1,1549,no,Approaches
929721,Johnson,C,Male,Hispanic,firstyear,No,2,1724,no,Masters
929728,Carroll,T,Male,Hispanic,firstyear,No,0,1437,no,Approaches
929728,Carroll,T,Male,Hispanic,firstyear,No,1,1533,no,Approaches
929730,Bussey,C,Male,Hispanic,LEP,No,0,1421,no,Approaches
929731,Johnson,C,Male,Hispanic,LEP,No,0,1345,no,Notapproach
929731,Johnson,C,Male,Hispanic,LEP,No,1,1446,no,Notapproach
929733,Johnson,C,Female,Hispanic,None,No,0,1596,no,Masters
929733,Johnson,C,Female,Hispanic,None,No,1,1862,no,Masters
929733,Johnson,C,Female,Hispanic,None,No,2,1860,no,Masters
929743,Carroll,T,Female,Hispanic,secondyear,No,0,1511,no,Meets
929743,Carroll,T,Female,Hispanic,secondyear,No,1,1601,no,Meets
929743,Carroll,T,Female,Hispanic,secondyear,No,2,1739,no,Masters
929744,Carroll,T,Male,Hispanic,None,No,0,1265,no,Notapproach
929744,Carroll,T,Male,Hispanic,None,No,1,1371,no,Notapproach
929747,OrangeGrove,C,Male,Hispanic,secondyear,No,0,1486,no,Meets
929747,OrangeGrove,C,Male,Hispanic,secondyear,No,1,1643,no,Meets
929748,Carroll,T,Male,Hispanic,secondyear,No,0,1454,no,Approaches
929748,Carroll,T,Male,Hispanic,secondyear,No,1,1549,no,Approaches
929748,Carroll,T,Male,Hispanic,secondyear,No,2,1490,no,Notapproach
929750,Black,T,Male,Hispanic,LEP,No,0,1421,no,Approaches
929750,Black,T,Male,Hispanic,LEP,No,1,1533,no,Approaches
929750,Black,T,Male,Hispanic,LEP,No,2,1533,no,Approaches
929754,Carroll,T,Female,Hispanic,None,No,0,1511,no,Meets
929754,Carroll,T,Female,Hispanic,None,No,1,1643,no,Meets
929755,OrangeGrove,C,Male,Hispanic,secondyear,No,0,1511,no,Meets
929755,OrangeGrove,C,Male,Hispanic,secondyear,No,1,1503,no,Approaches
929755,OrangeGrove,C,Male,Hispanic,secondyear,No,2,1594,no,Approaches
929758,Carroll,T,Female,Hispanic,secondyear,No,0,1360,no,Approaches
929758,Carroll,T,Female,Hispanic,secondyear,No,1,1467,no,Approaches
929758,Carroll,T,Female,Hispanic,secondyear,No,2,1490,no,Notapproach
929761,Johnson,C,Female,Hispanic,LEP,No,0,1511,no,Meets
929761,Johnson,C,Female,Hispanic,LEP,No,1,1670,no,Masters
929768,Carroll,T,Female,White,None,No,0,1625,no,Masters
929768,Carroll,T,Female,White,None,No,1,1589,no,Meets
929768,Carroll,T,Female,White,None,No,2,1739,no,Masters
929770,Johnson,C,Male,Hispanic,firstyear,No,0,1675,no,Masters
929770,Johnson,C,Male,Hispanic,firstyear,No,1,1862,no,Masters
929773,Carroll,T,Female,Hispanic,secondyear,No,0,1228,no,Notapproach
929775,Johnson,C,Male,Hispanic,None,No,0,1675,no,Masters
929775,Johnson,C,Male,Hispanic,None,No,1,1670,no,Masters
929775,Johnson,C,Male,Hispanic,None,No,2,1770,no,Masters
929776,OrangeGrove,C,Female,Hispanic,LEP,No,0,1511,no,Meets
929776,OrangeGrove,C,Female,Hispanic,LEP,No,1,1670,no,Masters
929776,OrangeGrove,C,Female,Hispanic,LEP,No,2,1770,no,Masters
929778,OrangeGrove,C,Male,Hispanic,None,No,0,1421,no,Approaches
929778,OrangeGrove,C,Male,Hispanic,None,No,1,1503,no,Approaches
929778,OrangeGrove,C,Male,Hispanic,None,No,2,1625,no,Meets
929782,Johnson,C,Male,Hispanic,None,No,0,1889,no,Masters
929782,Johnson,C,Male,Hispanic,None,No,1,1862,no,Masters
929788,Carroll,T,Female,Hispanic,secondyear,No,0,1559,no,Meets
929788,Carroll,T,Female,Hispanic,secondyear,No,1,1643,no,Meets
929789,Johnson,C,Female,Hispanic,LEP,No,0,1421,no,Approaches
929789,Johnson,C,Female,Hispanic,LEP,No,1,1549,no,Approaches
929793,OrangeGrove,C,Female,Hispanic,None,No,0,1511,no,Meets
929794,OrangeGrove,C,Female,Hispanic,LEP,No,0,1330,no,Notapproach
929794,OrangeGrove,C,Female,Hispanic,LEP,No,1,1467,no,Approaches
929796,OrangeGrove,C,Female,Hispanic,secondyear,No,0,1390,no,Approaches
929796,OrangeGrove,C,Female,Hispanic,secondyear,No,1,1467,no,Approaches
929796,OrangeGrove,C,Female,Hispanic,secondyear,No,2,1563,no,Approaches
929797,Carroll,T,Male,Hispanic,secondyear,No,0,1625,no,Masters
929797,Carroll,T,Male,Hispanic,secondyear,No,1,1621,no,Meets
929797,Carroll,T,Male,Hispanic,secondyear,No,2,1688,no,Meets
929800,Johnson,C,Female,Hispanic,firstyear,No,2,1809,no,Masters
929802,Carroll,T,Female,Hispanic,firstyear,No,0,1437,no,Approaches
929802,Carroll,T,Female,Hispanic,firstyear,No,1,1670,no,Masters
929802,Carroll,T,Female,Hispanic,firstyear,No,2,1578,no,Approaches
929809,Johnson,C,Female,Hispanic,secondyear,No,0,1596,no,Masters
929809,Johnson,C,Female,Hispanic,secondyear,No,1,1643,no,Meets
929810,Johnson,C,Female,Hispanic,secondyear,No,2,1625,no,Meets
929815,OrangeGrove,C,Male,Hispanic,LEP,No,0,1533,no,Meets
929815,OrangeGrove,C,Male,Hispanic,LEP,No,1,1621,no,Meets
929815,OrangeGrove,C,Male,Hispanic,LEP,No,2,1647,no,Meets
929818,Johnson,C,Male,Hispanic,firstyear,No,0,1421,no,Approaches
929818,Johnson,C,Male,Hispanic,firstyear,No,1,1670,no,Masters
929819,Carroll,T,Female,Hispanic,LEP,No,0,1314,no,Notapproach
929819,Carroll,T,Female,Hispanic,LEP,No,1,1417,no,Notapproach
929822,OrangeGrove,C,Female,Hispanic,None,No,0,1889,no,Masters
929822,OrangeGrove,C,Female,Hispanic,None,No,1,1782,no,Masters
929827,OrangeGrove,C,Male,Hispanic,LEP,No,1,1621,no,Meets
929830,Goodman,T,Male,Hispanic,LEP,No,0,1454,no,Approaches
929830,Goodman,T,Male,Hispanic,LEP,No,1,1621,no,Meets
929830,Goodman,T,Male,Hispanic,LEP,No,2,1647,no,Meets
929832,Goodman,T,Female,Hispanic,LEP,No,1,1589,no,Meets
929832,Goodman,T,Female,Hispanic,LEP,No,2,1860,no,Masters
929835,Carroll,T,Female,Hispanic,LEP,No,0,1390,no,Approaches
929835,Carroll,T,Female,Hispanic,LEP,No,1,1518,no,Approaches
929835,Carroll,T,Female,Hispanic,LEP,No,2,1578,no,Approaches
929838,OrangeGrove,C,Female,Hispanic,LEP,No,0,1265,no,Notapproach
929845,Harris,C,Female,Hispanic,secondyear,No,0,1472,no,Approaches
929845,Harris,C,Female,Hispanic,secondyear,No,1,1533,no,Approaches
929845,Harris,C,Female,Hispanic,secondyear,No,2,1667,no,Meets
929849,Johnson,C,Female,Hispanic,firstyear,No,1,1402,no,Notapproach
929849,Johnson,C,Female,Hispanic,firstyear,No,2,1462,no,Notapproach
929854,Johnson,C,Female,Hispanic,LEP,No,0,1330,no,Notapproach
929854,Johnson,C,Female,Hispanic,LEP,No,1,1371,no,Notapproach
929854,Johnson,C,Female,Hispanic,LEP,No,2,1476,no,Notapproach
929857,Carroll,T,Female,Hispanic,secondyear,No,0,1625,no,Masters
929857,Carroll,T,Female,Hispanic,secondyear,No,1,1733,no,Masters
929857,Carroll,T,Female,Hispanic,secondyear,No,2,1770,no,Masters
