id,var,grade,d_math,d_hyp,grp
482002,60,4,1,0,math
482602,49,3,1,0,math
482602,73,6,1,0,math
487101,44,3,1,0,math
487101,41,5,1,0,math
488001,60,3,1,0,math
488001,66,6,1,0,math
488201,37,2,1,0,math
488201,59,5,1,0,math
488201,74,7,1,0,math
488202,47,3,1,0,math
488202,55,5,1,0,math
488202,65,7,1,0,math
489902,34,2,1,0,math
489902,50,6,1,0,math
492501,36,2,1,0,math
492501,58,5,1,0,math
492501,74,7,1,0,math
492502,47,3,1,0,math
492502,56,5,1,0,math
492503,36,2,1,0,math
492503,45,4,1,0,math
493003,25,2,1,0,math
493003,51,6,1,0,math
493301,53,4,1,0,math
493301,42,6,1,0,math
495202,48,3,1,0,math
495202,59,5,1,0,math
497302,42,3,1,0,math
497302,48,5,1,0,math
497302,70,7,1,0,math
497303,44,3,1,0,math
497303,54,5,1,0,math
497304,40,2,1,0,math
497304,55,4,1,0,math
497403,38,2,1,0,math
497403,59,5,1,0,math
499703,51,5,1,0,math
502802,35,3,1,0,math
502802,51,4,1,0,math
502802,70,6,1,0,math
503201,61,3,1,0,math
503201,61,5,1,0,math
503201,73,7,1,0,math
504101,62,3,1,0,math
504101,60,5,1,0,math
506601,28,3,1,0,math
506601,42,6,1,0,math
506602,39,3,1,0,math
506602,45,5,1,0,math
509801,35,3,1,0,math
509801,45,5,1,0,math
509802,36,3,1,0,math
509802,50,5,1,0,math
510002,29,3,1,0,math
510002,52,5,1,0,math
510002,60,7,1,0,math
510002,69,8,1,0,math
510301,37,3,1,0,math
510301,49,4,1,0,math
510301,42,6,1,0,math
510401,30,2,1,0,math
510401,52,4,1,0,math
511901,39,3,1,0,math
511901,48,5,1,0,math
511901,58,7,1,0,math
513404,30,3,1,0,math
513404,42,5,1,0,math
513404,62,7,1,0,math
513405,45,3,1,0,math
513405,35,5,1,0,math
515102,38,2,1,0,math
515102,64,4,1,0,math
515102,61,5,1,0,math
515102,66,8,1,0,math
516401,51,5,1,0,math
518003,50,3,1,0,math
518003,67,7,1,0,math
519101,17,3,1,0,math
519101,25,5,1,0,math
519503,47,4,1,0,math
519503,46,6,1,0,math
519503,53,8,1,0,math
521602,37,4,1,0,math
521602,47,5,1,0,math
521602,43,7,1,0,math
522401,31,3,1,0,math
522401,38,5,1,0,math
523101,27,3,1,0,math
523101,51,6,1,0,math
523101,53,8,1,0,math
523201,26,2,1,0,math
523201,46,5,1,0,math
523201,51,7,1,0,math
523202,30,2,1,0,math
523202,40,3,1,0,math
524701,42,4,1,0,math
524701,48,6,1,0,math
524702,35,2,1,0,math
524702,53,4,1,0,math
524702,52,7,1,0,math
525801,66,4,1,0,math
525801,58,6,1,0,math
525801,80,8,1,0,math
527204,27,2,1,0,math
527204,53,6,1,0,math
527204,49,8,1,0,math
531401,36,2,1,0,math
531401,65,6,1,0,math
531402,64,4,1,0,math
531402,61,6,1,0,math
531404,53,3,1,0,math
531404,61,5,1,0,math
531704,39,3,1,0,math
531704,43,5,1,0,math
532601,55,4,1,0,math
532601,53,6,1,0,math
532802,47,3,1,0,math
532802,44,6,1,0,math
533002,26,3,1,0,math
533002,55,6,1,0,math
533003,57,3,1,0,math
533003,67,6,1,0,math
534103,60,2,1,0,math
534103,66,4,1,0,math
534103,78,6,1,0,math
537002,56,4,1,0,math
537002,56,5,1,0,math
537002,51,7,1,0,math
537302,35,2,1,0,math
537302,52,5,1,0,math
537302,65,6,1,0,math
537304,51,2,1,0,math
537304,75,6,1,0,math
537602,37,2,1,0,math
537602,46,5,1,0,math
537602,64,6,1,0,math
538102,32,2,1,0,math
538102,47,5,1,0,math
538703,26,2,1,0,math
538703,52,4,1,0,math
538703,64,6,1,0,math
538704,45,2,1,0,math
538704,51,4,1,0,math
542702,41,3,1,0,math
542702,46,5,1,0,math
542702,52,7,1,0,math
542703,31,2,1,0,math
542703,33,5,1,0,math
542703,50,6,1,0,math
542802,61,3,1,0,math
542802,61,5,1,0,math
543601,35,2,1,0,math
543601,44,5,1,0,math
543601,47,7,1,0,math
543601,49,8,1,0,math
543602,28,3,1,0,math
543602,32,5,1,0,math
543602,51,6,1,0,math
545402,27,3,1,0,math
546505,28,2,1,0,math
546505,31,6,1,0,math
546505,35,8,1,0,math
546702,21,3,1,0,math
547701,38,3,1,0,math
547701,52,5,1,0,math
548501,51,4,1,0,math
548501,48,6,1,0,math
548501,57,8,1,0,math
549801,43,3,1,0,math
549801,43,5,1,0,math
550901,22,2,1,0,math
550901,36,6,1,0,math
551501,22,2,1,0,math
551501,32,4,1,0,math
552203,52,3,1,0,math
552203,54,6,1,0,math
553701,23,3,1,0,math
553701,45,5,1,0,math
553701,53,8,1,0,math
553702,37,3,1,0,math
553702,47,6,1,0,math
556101,27,2,1,0,math
556101,35,4,1,0,math
556101,46,5,1,0,math
556101,39,7,1,0,math
556801,39,3,1,0,math
556801,50,6,1,0,math
558301,38,4,1,0,math
558301,38,6,1,0,math
558301,45,8,1,0,math
559302,28,3,1,0,math
559302,46,5,1,0,math
560902,38,3,1,0,math
560902,41,5,1,0,math
560902,47,7,1,0,math
561202,43,3,1,0,math
561202,45,5,1,0,math
561402,41,3,1,0,math
561402,46,6,1,0,math
564001,48,4,1,0,math
564001,41,6,1,0,math
564001,42,8,1,0,math
564002,16,2,1,0,math
564002,35,4,1,0,math
564002,45,8,1,0,math
565601,30,2,1,0,math
565601,62,3,1,0,math
565601,66,6,1,0,math
567002,49,3,1,0,math
567002,53,5,1,0,math
570601,45,4,1,0,math
570601,48,6,1,0,math
571201,46,4,1,0,math
571201,34,5,1,0,math
571801,42,4,1,0,math
571801,60,6,1,0,math
571802,48,3,1,0,math
571802,60,6,1,0,math
572402,25,3,1,0,math
572402,44,5,1,0,math
572402,46,7,1,0,math
572801,26,2,1,0,math
572801,44,3,1,0,math
572801,60,5,1,0,math
572801,68,7,1,0,math
572802,45,3,1,0,math
572802,50,6,1,0,math
572802,61,7,1,0,math
572803,43,4,1,0,math
572803,56,5,1,0,math
572803,60,7,1,0,math
574003,26,2,1,0,math
574003,42,6,1,0,math
574102,40,4,1,0,math
574102,57,7,1,0,math
574602,42,2,1,0,math
574602,49,4,1,0,math
574603,52,5,1,0,math
574603,68,7,1,0,math
580202,60,4,1,0,math
580202,61,6,1,0,math
581303,29,2,1,0,math
581303,46,6,1,0,math
581802,35,4,1,0,math
581802,43,6,1,0,math
581802,54,8,1,0,math
586102,32,2,1,0,math
586102,63,6,1,0,math
587301,25,2,1,0,math
587301,42,3,1,0,math
587301,43,6,1,0,math
587301,47,7,1,0,math
587303,33,3,1,0,math
591903,46,2,1,0,math
591903,61,5,1,0,math
594102,25,2,1,0,math
594102,62,6,1,0,math
600203,22,2,1,0,math
600203,40,6,1,0,math
602301,35,3,1,0,math
602301,48,4,1,0,math
602302,47,6,1,0,math
602304,44,4,1,0,math
602304,53,6,1,0,math
604004,33,3,1,0,math
604004,37,5,1,0,math
604004,46,8,1,0,math
604607,22,2,1,0,math
604607,45,5,1,0,math
604902,33,3,1,0,math
604902,44,6,1,0,math
607201,44,4,1,0,math
607201,51,6,1,0,math
607601,41,2,1,0,math
607601,30,4,1,0,math
607602,16,2,1,0,math
607602,33,5,1,0,math
607602,45,7,1,0,math
607802,42,4,1,0,math
607802,50,6,1,0,math
610101,33,4,1,0,math
610101,34,6,1,0,math
611802,26,2,1,0,math
611802,61,6,1,0,math
611802,61,8,1,0,math
613201,50,4,1,0,math
613201,59,6,1,0,math
613201,63,7,1,0,math
613402,38,4,1,0,math
613402,36,5,1,0,math
616105,41,2,1,0,math
616105,50,4,1,0,math
616105,55,6,1,0,math
616402,41,4,1,0,math
616402,47,5,1,0,math
616402,45,7,1,0,math
617501,18,2,1,0,math
617501,22,3,1,0,math
621501,45,3,1,0,math
621501,45,5,1,0,math
621701,54,2,1,0,math
621701,51,4,1,0,math
622001,37,3,1,0,math
622001,46,6,1,0,math
623801,43,3,1,0,math
623801,43,5,1,0,math
626201,47,2,1,0,math
626201,51,4,1,0,math
626201,67,7,1,0,math
627702,37,4,1,0,math
627702,42,5,1,0,math
627703,20,2,1,0,math
627703,44,6,1,0,math
627802,29,3,1,0,math
629404,46,3,1,0,math
629404,47,5,1,0,math
629404,63,6,1,0,math
629404,56,8,1,0,math
629502,57,5,1,0,math
631801,24,2,1,0,math
631801,44,5,1,0,math
631801,46,8,1,0,math
632205,16,2,1,0,math
632205,29,4,1,0,math
632702,31,4,1,0,math
632702,45,6,1,0,math
632703,30,3,1,0,math
632703,47,5,1,0,math
632704,45,6,1,0,math
634401,33,4,1,0,math
634401,41,6,1,0,math
634503,48,4,1,0,math
634503,50,6,1,0,math
635302,53,3,1,0,math
635302,44,5,1,0,math
636402,17,3,1,0,math
636802,43,3,1,0,math
636802,44,4,1,0,math
637110,20,2,1,0,math
637110,42,6,1,0,math
638402,40,2,1,0,math
638402,46,6,1,0,math
640002,21,2,1,0,math
640002,28,3,1,0,math
640402,31,4,1,0,math
640402,43,6,1,0,math
642601,24,2,1,0,math
642601,27,4,1,0,math
642701,26,2,1,0,math
642701,42,5,1,0,math
642702,31,4,1,0,math
642901,43,3,1,0,math
642901,44,5,1,0,math
642902,20,2,1,0,math
642902,47,5,1,0,math
642902,48,7,1,0,math
642903,19,2,1,0,math
642903,41,5,1,0,math
642903,46,7,1,0,math
642904,40,4,1,0,math
642904,47,6,1,0,math
643402,26,3,1,0,math
643402,37,5,1,0,math
643402,41,7,1,0,math
644203,35,3,1,0,math
644203,52,6,1,0,math
644203,46,7,1,0,math
644901,29,4,1,0,math
644901,30,6,1,0,math
648601,35,3,1,0,math
648601,43,5,1,0,math
648602,42,4,1,0,math
648602,47,6,1,0,math
651601,22,3,1,0,math
651601,41,5,1,0,math
651601,42,7,1,0,math
665803,34,6,1,0,math
665803,46,7,1,0,math
668403,31,2,1,0,math
668403,46,6,1,0,math
669301,53,5,1,0,math
671102,43,3,1,0,math
671102,50,5,1,0,math
671102,63,6,1,0,math
675701,30,4,1,0,math
675701,44,5,1,0,math
675701,48,7,1,0,math
677201,32,3,1,0,math
677201,58,5,1,0,math
677201,56,6,1,0,math
677202,34,3,1,0,math
677202,42,4,1,0,math
678804,38,3,1,0,math
678804,44,4,1,0,math
681601,29,2,1,0,math
681601,60,6,1,0,math
682502,36,3,1,0,math
682903,48,3,1,0,math
682903,46,5,1,0,math
684201,62,3,1,0,math
684201,69,6,1,0,math
684201,73,8,1,0,math
684203,41,2,1,0,math
684203,71,5,1,0,math
687602,45,3,1,0,math
687602,49,5,1,0,math
689101,38,2,1,0,math
689101,48,5,1,0,math
689101,52,6,1,0,math
690101,32,2,1,0,math
690101,45,4,1,0,math
690101,48,6,1,0,math
690101,46,8,1,0,math
693001,47,4,1,0,math
693001,46,6,1,0,math
693001,53,7,1,0,math
696601,31,2,1,0,math
696601,36,3,1,0,math
696601,48,6,1,0,math
700002,20,4,1,0,math
700002,34,5,1,0,math
700002,42,7,1,0,math
700003,17,3,1,0,math
707701,36,4,1,0,math
707701,51,6,1,0,math
708401,62,4,1,0,math
708401,68,5,1,0,math
711602,21,3,1,0,math
711602,40,5,1,0,math
711602,42,7,1,0,math
711603,29,3,1,0,math
711603,45,5,1,0,math
712303,47,3,1,0,math
712303,44,6,1,0,math
712303,46,8,1,0,math
714801,40,3,1,0,math
714801,42,5,1,0,math
714801,50,7,1,0,math
714802,44,2,1,0,math
714802,56,4,1,0,math
714802,51,6,1,0,math
715601,34,3,1,0,math
715601,65,6,1,0,math
715803,18,2,1,0,math
715803,27,3,1,0,math
715803,33,5,1,0,math
716601,48,2,1,0,math
716601,74,6,1,0,math
716601,75,8,1,0,math
716602,55,4,1,0,math
716602,69,6,1,0,math
716602,64,8,1,0,math
717002,26,2,1,0,math
717002,48,6,1,0,math
717003,32,2,1,0,math
717003,34,5,1,0,math
717901,34,4,1,0,math
717901,38,7,1,0,math
717902,25,3,1,0,math
717902,45,4,1,0,math
717902,49,8,1,0,math
717903,26,2,1,0,math
717903,41,4,1,0,math
717903,47,7,1,0,math
718602,36,3,1,0,math
718602,41,5,1,0,math
718602,70,6,1,0,math
718602,64,8,1,0,math
722401,47,4,1,0,math
722401,51,6,1,0,math
722401,51,8,1,0,math
722803,57,4,1,0,math
722803,58,6,1,0,math
723501,34,2,1,0,math
723501,48,4,1,0,math
725801,27,3,1,0,math
725801,58,5,1,0,math
725903,20,3,1,0,math
725903,29,6,1,0,math
725903,26,8,1,0,math
737702,31,3,1,0,math
737702,48,4,1,0,math
738201,25,2,1,0,math
738201,40,4,1,0,math
738201,54,5,1,0,math
738201,47,7,1,0,math
739002,26,2,1,0,math
739002,34,4,1,0,math
739002,43,6,1,0,math
739002,43,8,1,0,math
739102,25,2,1,0,math
739102,44,6,1,0,math
739301,24,2,1,0,math
739301,46,4,1,0,math
739301,47,8,1,0,math
739401,40,2,1,0,math
739401,51,4,1,0,math
739401,64,8,1,0,math
739601,51,3,1,0,math
739601,51,5,1,0,math
742301,41,4,1,0,math
742301,51,5,1,0,math
743601,37,2,1,0,math
743601,45,5,1,0,math
743602,44,4,1,0,math
743602,35,5,1,0,math
743602,36,7,1,0,math
743801,30,3,1,0,math
743801,48,5,1,0,math
743801,49,6,1,0,math
743802,26,2,1,0,math
743802,29,4,1,0,math
744102,14,2,1,0,math
744102,23,4,1,0,math
744102,42,5,1,0,math
744103,40,6,1,0,math
744703,38,4,1,0,math
744703,50,5,1,0,math
744704,18,2,1,0,math
744704,42,4,1,0,math
744704,42,6,1,0,math
745103,57,5,1,0,math
745103,59,7,1,0,math
745904,46,3,1,0,math
748003,42,3,1,0,math
748003,46,6,1,0,math
748502,32,2,1,0,math
748502,53,4,1,0,math
748502,59,7,1,0,math
749802,48,3,1,0,math
749802,68,5,1,0,math
749802,60,7,1,0,math
749803,46,3,1,0,math
749803,41,5,1,0,math
750104,21,2,1,0,math
750104,33,5,1,0,math
750404,48,3,1,0,math
750404,51,5,1,0,math
750404,48,7,1,0,math
751001,29,3,1,0,math
751001,41,5,1,0,math
752003,42,2,1,0,math
752003,46,6,1,0,math
752501,35,2,1,0,math
752501,43,4,1,0,math
760102,34,2,1,0,math
760102,47,6,1,0,math
763603,29,2,1,0,math
763603,42,5,1,0,math
764503,45,4,1,0,math
764503,48,6,1,0,math
765702,48,3,1,0,math
765702,48,5,1,0,math
767901,37,2,1,0,math
767901,52,5,1,0,math
771002,28,4,1,0,math
771002,47,5,1,0,math
771002,49,7,1,0,math
775002,49,3,1,0,math
775002,60,5,1,0,math
778902,22,3,1,0,math
778902,44,4,1,0,math
778902,41,7,1,0,math
778903,44,3,1,0,math
778903,45,4,1,0,math
778903,42,7,1,0,math
783001,25,2,1,0,math
783001,34,3,1,0,math
783001,47,8,1,0,math
783002,50,5,1,0,math
783002,51,7,1,0,math
783301,44,3,1,0,math
783301,65,5,1,0,math
783502,34,2,1,0,math
783502,49,5,1,0,math
783602,35,2,1,0,math
783602,43,5,1,0,math
783801,31,3,1,0,math
783801,52,4,1,0,math
785601,37,2,1,0,math
785601,56,6,1,0,math
786402,48,3,1,0,math
786402,58,6,1,0,math
788302,25,3,1,0,math
788302,30,4,1,0,math
788303,14,2,1,0,math
788303,27,3,1,0,math
788303,47,7,1,0,math
792103,23,2,1,0,math
792103,48,4,1,0,math
792704,34,4,1,0,math
792704,50,5,1,0,math
792704,48,7,1,0,math
793001,23,2,1,0,math
793001,48,4,1,0,math
793001,61,7,1,0,math
794301,23,2,1,0,math
794301,24,4,1,0,math
794503,34,4,1,0,math
794503,46,6,1,0,math
794503,51,8,1,0,math
795201,35,3,1,0,math
795201,40,5,1,0,math
795201,47,8,1,0,math
795901,41,2,1,0,math
795901,48,4,1,0,math
799803,63,3,1,0,math
799803,66,5,1,0,math
800602,50,4,1,0,math
800602,51,6,1,0,math
804701,26,3,1,0,math
804701,50,5,1,0,math
804701,50,6,1,0,math
804702,31,2,1,0,math
804702,48,3,1,0,math
804702,43,6,1,0,math
809102,40,2,1,0,math
809102,31,4,1,0,math
809102,46,5,1,0,math
809103,33,4,1,0,math
809103,41,5,1,0,math
809103,38,7,1,0,math
809301,24,2,1,0,math
809301,46,3,1,0,math
809301,29,5,1,0,math
810303,39,3,1,0,math
810303,49,4,1,0,math
811002,30,3,1,0,math
812504,45,3,1,0,math
814101,33,2,1,0,math
814101,40,4,1,0,math
817402,40,3,1,0,math
817402,47,5,1,0,math
817402,47,7,1,0,math
817403,28,2,1,0,math
817403,39,4,1,0,math
817403,41,7,1,0,math
817404,30,3,1,0,math
817404,41,5,1,0,math
817404,46,8,1,0,math
822602,39,2,1,0,math
822602,61,5,1,0,math
825702,24,3,1,0,math
825702,44,6,1,0,math
825902,22,2,1,0,math
825902,31,4,1,0,math
825903,33,2,1,0,math
825903,47,6,1,0,math
825903,50,7,1,0,math
826503,37,2,1,0,math
826503,58,6,1,0,math
826503,55,8,1,0,math
826504,18,4,1,0,math
826504,24,6,1,0,math
826904,15,2,1,0,math
826904,20,4,1,0,math
826904,25,6,1,0,math
826905,21,2,1,0,math
826905,29,4,1,0,math
827101,45,4,1,0,math
827101,53,5,1,0,math
827302,24,2,1,0,math
827302,40,4,1,0,math
827302,46,5,1,0,math
828302,44,3,1,0,math
828302,50,6,1,0,math
828302,63,8,1,0,math
828604,42,3,1,0,math
828604,43,6,1,0,math
828902,45,3,1,0,math
828902,42,5,1,0,math
828903,39,3,1,0,math
828903,43,5,1,0,math
828903,52,7,1,0,math
828905,18,3,1,0,math
828905,41,5,1,0,math
828905,37,7,1,0,math
829401,37,6,1,0,math
829401,44,7,1,0,math
829403,46,4,1,0,math
829403,60,6,1,0,math
833601,31,2,1,0,math
833601,46,5,1,0,math
834301,49,4,1,0,math
834301,59,8,1,0,math
835202,45,3,1,0,math
835202,44,5,1,0,math
835703,37,4,1,0,math
835703,44,6,1,0,math
835703,64,8,1,0,math
837503,27,2,1,0,math
837503,45,6,1,0,math
837504,27,4,1,0,math
837504,50,6,1,0,math
837602,18,2,1,0,math
837602,31,4,1,0,math
838301,24,2,1,0,math
838301,38,5,1,0,math
838903,35,2,1,0,math
838903,60,6,1,0,math
841601,41,3,1,0,math
841601,44,5,1,0,math
841601,63,7,1,0,math
841602,37,2,1,0,math
841602,45,4,1,0,math
846301,50,2,1,0,math
846301,66,6,1,0,math
846301,72,8,1,0,math
847301,39,2,1,0,math
847301,45,5,1,0,math
847301,44,7,1,0,math
847302,47,4,1,0,math
847302,53,5,1,0,math
847302,60,7,1,0,math
847701,59,4,1,0,math
847701,65,6,1,0,math
847901,32,2,1,0,math
847901,47,5,1,0,math
847902,26,2,1,0,math
847902,42,4,1,0,math
848201,35,2,1,0,math
848201,49,4,1,0,math
848201,67,6,1,0,math
849401,32,3,1,0,math
849401,53,5,1,0,math
849401,56,8,1,0,math
853202,37,3,1,0,math
853202,45,5,1,0,math
853202,60,7,1,0,math
856103,30,3,1,0,math
856103,37,4,1,0,math
857003,40,4,1,0,math
857003,43,6,1,0,math
858302,34,2,1,0,math
858302,43,5,1,0,math
858302,50,8,1,0,math
861503,23,2,1,0,math
861503,42,4,1,0,math
861503,52,7,1,0,math
861803,21,2,1,0,math
861803,46,3,1,0,math
861803,48,5,1,0,math
862201,51,3,1,0,math
862201,54,5,1,0,math
863101,22,2,1,0,math
863101,36,4,1,0,math
863403,31,3,1,0,math
863403,43,6,1,0,math
864302,47,4,1,0,math
864302,54,6,1,0,math
866203,24,3,1,0,math
866203,48,6,1,0,math
866205,34,3,1,0,math
866205,47,5,1,0,math
866402,35,3,1,0,math
866402,48,5,1,0,math
867903,48,3,1,0,math
867903,59,4,1,0,math
867903,66,6,1,0,math
869001,24,2,1,0,math
869001,34,4,1,0,math
869501,35,4,1,0,math
869501,60,6,1,0,math
869601,26,3,1,0,math
869601,35,5,1,0,math
870803,67,6,1,0,math
878701,14,2,1,0,math
878701,19,3,1,0,math
879403,54,2,1,0,math
879403,70,6,1,0,math
879404,43,2,1,0,math
879404,48,4,1,0,math
885801,50,4,1,0,math
885801,59,6,1,0,math
885801,64,8,1,0,math
885802,22,3,1,0,math
885802,23,5,1,0,math
885802,31,7,1,0,math
886401,47,3,1,0,math
886401,60,4,1,0,math
886401,61,6,1,0,math
886401,80,8,1,0,math
891202,31,3,1,0,math
891202,53,6,1,0,math
892601,27,3,1,0,math
892601,43,5,1,0,math
894201,32,3,1,0,math
894201,44,4,1,0,math
894201,47,7,1,0,math
894802,52,4,1,0,math
894802,55,6,1,0,math
894803,36,3,1,0,math
894803,40,5,1,0,math
894804,28,3,1,0,math
894804,42,4,1,0,math
894804,41,6,1,0,math
894804,54,8,1,0,math
897001,31,3,1,0,math
897001,45,5,1,0,math
897001,52,8,1,0,math
905003,35,4,1,0,math
905003,46,6,1,0,math
905003,46,8,1,0,math
907001,44,3,1,0,math
907001,47,6,1,0,math
908102,31,2,1,0,math
908102,43,4,1,0,math
910103,23,2,1,0,math
910103,34,4,1,0,math
911701,31,2,1,0,math
911701,46,4,1,0,math
911701,54,6,1,0,math
914402,48,3,1,0,math
914402,51,5,1,0,math
918002,45,4,1,0,math
918002,49,5,1,0,math
918201,45,4,1,0,math
918201,53,6,1,0,math
918202,40,3,1,0,math
918202,47,5,1,0,math
918301,33,3,1,0,math
918301,62,6,1,0,math
922901,49,3,1,0,math
922901,49,5,1,0,math
925503,40,4,1,0,math
925503,49,6,1,0,math
925503,56,8,1,0,math
925504,30,2,1,0,math
925504,35,5,1,0,math
925701,47,5,1,0,math
926102,24,3,1,0,math
926102,39,6,1,0,math
928101,40,4,1,0,math
928101,45,6,1,0,math
929805,41,3,1,0,math
929805,51,5,1,0,math
931202,45,3,1,0,math
931202,50,5,1,0,math
931202,80,8,1,0,math
931703,20,2,1,0,math
931703,49,5,1,0,math
938001,26,2,1,0,math
938001,46,4,1,0,math
938001,54,8,1,0,math
938002,31,2,1,0,math
938002,44,6,1,0,math
938205,36,2,1,0,math
938205,50,4,1,0,math
940103,47,6,1,0,math
951602,27,2,1,0,math
951602,42,8,1,0,math
952201,31,3,1,0,math
952201,39,5,1,0,math
964101,39,2,1,0,math
964101,49,4,1,0,math
964102,48,2,1,0,math
964102,50,4,1,0,math
966001,59,4,1,0,math
966001,65,6,1,0,math
968001,50,3,1,0,math
968001,44,5,1,0,math
968001,46,7,1,0,math
968002,24,2,1,0,math
968002,43,4,1,0,math
968002,48,5,1,0,math
968003,22,2,1,0,math
968003,48,5,1,0,math
968401,37,3,1,0,math
968401,46,5,1,0,math
968401,59,6,1,0,math
968402,58,5,1,0,math
968402,74,7,1,0,math
976803,40,6,1,0,math
982001,36,3,1,0,math
982001,39,6,1,0,math
983703,39,3,1,0,math
983703,50,5,1,0,math
983902,37,3,1,0,math
983902,46,5,1,0,math
983902,54,6,1,0,math
983903,28,2,1,0,math
983903,51,5,1,0,math
983903,47,7,1,0,math
984402,39,4,1,0,math
984402,46,6,1,0,math
984404,41,3,1,0,math
984404,52,8,1,0,math
985802,32,3,1,0,math
985802,44,5,1,0,math
985802,51,8,1,0,math
985803,42,2,1,0,math
985803,45,4,1,0,math
986203,39,3,1,0,math
986203,43,6,1,0,math
986203,42,8,1,0,math
986505,46,3,1,0,math
986505,48,5,1,0,math
986505,47,7,1,0,math
986506,39,2,1,0,math
986506,38,4,1,0,math
986506,36,6,1,0,math
987401,18,2,1,0,math
987401,43,4,1,0,math
987701,29,2,1,0,math
987701,44,5,1,0,math
987701,44,7,1,0,math
988701,27,2,1,0,math
988701,30,3,1,0,math
989201,44,5,1,0,math
989201,46,7,1,0,math
989503,30,3,1,0,math
989503,40,5,1,0,math
989503,45,7,1,0,math
992201,37,3,1,0,math
992201,59,5,1,0,math
992201,52,7,1,0,math
993803,43,3,1,0,math
993803,53,6,1,0,math
993803,60,7,1,0,math
995101,18,3,1,0,math
995101,19,4,1,0,math
995101,38,7,1,0,math
995102,17,2,1,0,math
995102,31,6,1,0,math
995304,43,3,1,0,math
997002,23,2,1,0,math
997002,40,4,1,0,math
998001,47,3,1,0,math
998001,45,5,1,0,math
999202,28,2,1,0,math
999202,42,4,1,0,math
999202,42,6,1,0,math
999203,34,2,1,0,math
999203,42,4,1,0,math
999203,49,8,1,0,math
1002601,20,2,1,0,math
1002601,29,5,1,0,math
1002601,42,8,1,0,math
1003202,28,3,1,0,math
1003202,45,5,1,0,math
1003202,47,6,1,0,math
1003203,26,3,1,0,math
1003203,38,4,1,0,math
1003203,40,7,1,0,math
1003204,28,3,1,0,math
1003601,50,4,1,0,math
1003601,53,6,1,0,math
1003802,44,3,1,0,math
1003802,67,6,1,0,math
1004802,28,3,1,0,math
1004802,49,7,1,0,math
1004903,15,2,1,0,math
1004903,48,4,1,0,math
1005201,31,3,1,0,math
1005201,41,5,1,0,math
1005203,47,3,1,0,math
1005203,59,5,1,0,math
1007201,47,4,1,0,math
1007201,45,6,1,0,math
1007201,56,7,1,0,math
1007301,12,2,1,0,math
1007301,37,4,1,0,math
1007301,44,8,1,0,math
1007302,15,2,1,0,math
1007302,41,6,1,0,math
1007901,30,3,1,0,math
1007901,50,4,1,0,math
1013201,25,3,1,0,math
1013201,36,5,1,0,math
1017504,14,3,1,0,math
1017504,33,6,1,0,math
1017504,49,8,1,0,math
1018402,27,3,1,0,math
1018402,44,6,1,0,math
1018404,40,4,1,0,math
1018404,48,6,1,0,math
1019104,46,4,1,0,math
1019104,47,6,1,0,math
1019105,29,4,1,0,math
1019105,45,6,1,0,math
1023702,42,3,1,0,math
1023702,54,6,1,0,math
1023702,57,7,1,0,math
1030801,57,5,1,0,math
1031001,31,2,1,0,math
1031001,54,3,1,0,math
1031001,66,6,1,0,math
1031001,71,7,1,0,math
1031002,43,4,1,0,math
1031002,54,5,1,0,math
1031002,68,7,1,0,math
1031302,20,2,1,0,math
1031302,38,4,1,0,math
1033202,15,2,1,0,math
1033202,37,3,1,0,math
1033601,30,3,1,0,math
1033601,40,4,1,0,math
1034001,30,2,1,0,math
1034001,40,4,1,0,math
1034001,43,6,1,0,math
1034001,48,8,1,0,math
1036001,25,3,1,0,math
1036001,63,6,1,0,math
1036003,42,4,1,0,math
1036003,45,6,1,0,math
1037502,29,2,1,0,math
1037502,48,6,1,0,math
1040101,40,3,1,0,math
1040101,62,5,1,0,math
1042101,30,3,1,0,math
1042101,48,4,1,0,math
1042101,43,7,1,0,math
1042201,30,3,1,0,math
1042201,41,5,1,0,math
1044801,37,2,1,0,math
1044801,52,4,1,0,math
1047801,30,2,1,0,math
1047801,46,4,1,0,math
1047801,45,6,1,0,math
1050001,32,3,1,0,math
1050001,42,4,1,0,math
1050001,48,6,1,0,math
1050701,19,3,1,0,math
1050701,52,6,1,0,math
1050701,57,8,1,0,math
1053201,43,3,1,0,math
1053201,48,6,1,0,math
1053202,29,2,1,0,math
1053202,35,5,1,0,math
1053802,22,2,1,0,math
1053802,46,4,1,0,math
1053804,26,3,1,0,math
1053804,35,4,1,0,math
1053804,42,6,1,0,math
1056501,35,4,1,0,math
1056501,47,6,1,0,math
1081101,37,4,1,0,math
1081101,44,6,1,0,math
1081103,32,3,1,0,math
1081103,50,6,1,0,math
1176403,38,3,1,0,math
1176403,40,6,1,0,math
1176502,24,2,1,0,math
1176502,46,5,1,0,math
1179201,44,3,1,0,math
1179201,54,5,1,0,math
1179201,53,7,1,0,math
1179202,33,2,1,0,math
1179202,50,4,1,0,math
1179202,47,6,1,0,math
1179202,63,7,1,0,math
1180202,35,2,1,0,math
1180202,53,6,1,0,math
1180202,48,8,1,0,math
1181201,25,2,1,0,math
1181201,26,5,1,0,math
1181902,35,3,1,0,math
1181902,45,6,1,0,math
1181904,28,3,1,0,math
1181904,42,6,1,0,math
1181904,52,8,1,0,math
1182604,38,3,1,0,math
1182604,47,6,1,0,math
1185003,14,2,1,0,math
